Question,Question_eng,Trigger
"ماهي فوائدهذي الحبوب وماهي اضرارها
وهل اخذها في وقت واحد ام يلزم بعد كل نوع فتره معينه
وهل استطيع استخدامهافي اي وقت
نيوروفيت أقراص
هيمامكس اقراص
Calcium Lactateاقراص
وشكراً","What are the benefits of these pills and what are their harms?
Should I take them at one time or does a certain period of time need to be taken after each type?
Can I use it at any time?
Neurovit tablets
Hemamax tablets
Calcium Lactate tablets
Thank you",0
ماهي فائدة المتليوم للصغار,What is the benefit of metllium for children?,0
"كم الجرعة المطلوبة يومياً لحبوب أوميجا - 3
وماهي فوائده ؛ ومضاره ؟
وهل له إضرار عند التوقف عن تناوله ؟","How much is the daily dose of Omega-3 pills?
What are its benefits? And its harm?
Does it cause any harm if you stop taking it?",0
"فوائد صابونة سيباميد للبشرة الدهنية؟
وهل هي مساعدة لحب الشباب؟
مع العلم انني استخدم كريم بنزاك اي سي 5 %.!!","Benefits of Sebamed soap for oily skin?
Does it help with acne?
Knowing that I use Benzac IC 5% cream!!",0
فوائد فيتامين ب مكمل غذائي,Benefits of vitamin B nutritional supplement,0
ماهي فائدة الليمون للحامل,What is the benefit of lemon for pregnant women?,0
ما هي فوائد زيت السمك,What are the benefits of fish oil?,0
اعاني بعدم وضوح بالرؤيه وبشوف بقع سوده زي خيال دبانه عملت فحص كتبلي،الدكتور علي،نضاره لكن دون فائده ارجوكم ساعدوني,"I suffer from blurred vision and I see black spots like the shadow of a bear. I had an examination written by Dr. Ali, for freshness, but to no avail. Please help me.",0
ماهي فوائد ابر الهيدوركينون,What are the benefits of hydroquinone injections?,0
ماهى فوائد اوميجا 3 للجسم عام,What are the benefits of Omega 3 for the body in general?,0
ما هي فوائد التدخين ؟؟,What are the benefits of smoking??,0
متي يؤخذ الجلوكوفيج بالضبط حتي تحصل الفائدة وشكرا ؟,When exactly should Glucophage be taken to achieve benefits? Thank you.,0
ما فائدة اخذ سيرالين50 قبل الفرح بشهر كامل بنظام كل يوم حبة قبل النوم,"What is the benefit of taking Seralin 50 a full month before the wedding, taking one pill every day before bedtime?",0
عايز اعرف فوائد حقن دكساجلوب لمفصل الكاحل الذي لم يخف منذ ستة أشهر وكم مرة أكرر الحقن وهل توجد أضرار لهذه الحقنة في حالة التكرار ارجو الرد,"I want to know the benefits of Dexaglob injection for the ankle joint that has not healed for six months, and how many times should I repeat the injection? Are there any harms to this injection in case of repetition? Please reply.",0
ماهى فوائد واضرار قطرة أوبتيف للعين هل اسعمالها كثيرا مضر,What are the benefits and harms of Optiv eye drops? Is using it too much harmful?,0
فائدة استخدام priorin-n,Benefit of using priorin-n,0
prioin-nceupفائدة استخدام,priorin-n cap benefit use,0
هل لشرب الماء علي الريق صباحا مفيد للجسم وما فوائده وبارك الله فيكم,Is drinking water on an empty stomach in the morning beneficial to the body and what are its benefits? May God bless you,0
"ماهي فوائد حبوب سيبروفيتا لزيادة الوزن وهل لها اضرار جانبيه
وهل تؤثر ع المرضع","What are the benefits of Ciprovita pills for weight gain and do they have any side effects?
Does it affect the breastfeeding woman?",0
مرحبـا انا لدي مشاكل ببشرتي وبشرتي دهنية استخدمت الكثيـر من الكريمة لإازلة الرؤس السود والبثور ولكن دون فائده ممكن حل ؟,"Hello, I have problems with my skin and my skin is oily. I used a lot of cream to remove blackheads and pimples, but to no avail. Is there a solution?",0
ما هي فوائد القبلة عن طريق الفم,What are the benefits of oral kissing?,0
ما فائدة الثوم والجرجير والرياضه؟ للضعف الحركه وتشوه الحيوانات المنوية,"What are the benefits of garlic, watercress and sports? For weak motility and deformed sperm",0
ما هيه فوائد شرب اليانسون والنعناع في الشهر التاسع,What are the benefits of drinking anise and mint in the ninth month?,0
ما فائدة حبوب الكوﻻجين وهل يزيد الوزن,What are the benefits of collagen pills and does it increase weight?,0
ماهي فوائد Zeta-Cort لحب الشباب وهل هي جيدة للوجه,What are the benefits of Zeta-Cort for acne and is it good for the face?,0
هل يجوز خلط الحليب مع البيض النيئ والموز لطفل يبلغ من العمر 5 سنوات؟ ماهي الفوائد والمضار؟؟,Is it permissible to mix milk with raw eggs and bananas for a 5-year-old child? What are the benefits and harms??,0
اعاني من الم في اعلى البطن شديد وكشف على الطبيب بالمنظار وقال يوجد التهبات في المعده خفيفه وصرف لي حبوب نكسيوم 40وسكوبنال دون فائده علما بان عندي حصوه في المراره...,"I suffer from severe pain in the upper abdomen. The doctor examined me with an endoscope and said that there was a mild stomach infection. He gave me Nexium 40 and Scopenal pills to no avail, knowing that I had gallstones...",0
فوائد حب البروتين للجنس,Benefits of protein for sex,0
بالون المعده .. فوائده وسلبياته,Gastric balloon: its benefits and drawbacks,0
مافائدة استعمال زيت الزيتون بالنسبة لمرضى السكر,What is the benefit of using olive oil for diabetics?,0
مافوائد حقن ديبو فيت,What are the benefits of Depovit injections?,0
فائدة استخدام كريم الفاكورت,Benefits of using Alfacort cream,0
فائدة كريم أكراتين,Benefits of Akratin cream,0
مافائدة كريم أفوكوين,What is the benefit of Avoquin cream?,0
ما هي فوائد شرب البيض البلدي على الريق يوميًا ؟,What are the benefits of drinking raw eggs on an empty stomach daily?,0
حبوب الخميره فوائدها واستخداماتها,"Yeast grains, their benefits and uses",0
كثرة الجماع وفوائده,Frequent intercourse and its benefits,0
فوائد مرهم ليكوسيد,Benefits of Licoside ointment,0
ماهي فائدة ترك التدخين,What is the benefit of quitting smoking?,0
ماهي فوائدواضرار الليمون على مرض كسل الغدة الدرقية,What are the benefits and harms of lemon for hypothyroidism?,0
"قياس الضغط 80/30
احس ضيق في التنفس وثقل في الصدر
ارجو تشخيص حالتي مشكورين
وهل يساعد زيت السمك في الوقاية من امراض القلب؟
ما فائدة active for work هذا الدواء...","Pressure measurement 80/30
I feel shortness of breath and heaviness in the chest
I hope you can diagnose my condition. Thank you
Does fish oil help prevent heart disease?
What is the benefit of this medicine active for work...",0
فوائد انزال المني في فتحه الشرج بالمؤخره,Benefits of ejaculating semen in the anus,0
ماهي فوائد القرفة؟,What are the benefits of cinnamon?,0
"صباح الخير هل اضافة نسكافيه او كاكاو الى الحليب تفقد الحليب فوائده.
شكرا","Good morning. Does adding Nescafe or cocoa to milk make the milk lose its benefits?
Thanks",0
لو سمحت كنت عاوز اعرف فوائد الشعير الهندى على للحصوات الكلى والحالب ومعرفة كيف يتم عملة,"Please, I would like to know the benefits of Indian barley for kidney and ureter stones and to know how it is made",0
هل العادة السرية لها فوائد مثل الجنس الطبيعي,Does masturbation have benefits like natural sex?,0
فوائد زيت الزيتون للوجه,Benefits of olive oil for the face,0
فوائد العسل مع الماء على الريق,Benefits of honey with water on an empty stomach,0
ماهي فوائد البصل؟,What are the benefits of onions?,0
ماهي فوائد الثوم ؟,What are the benefits of garlic ?,0
فوائد الصمغ العربي,Benefits of gum arabic,0
فوائد الترمس الطبيه,Medical benefits of lupine,0
ماهي فوائد الجنزببل,What are the benefits of ginger?,0
ماهي عمليات تخسيس منطقة الوسط والمؤخرة ? وهل تنفع لكل شخص ? وماهي آثارها الجانبية مقابل فوائدها ?,What are the procedures for slimming the middle and buttocks? Is it beneficial for everyone? What are its side effects versus its benefits?,0
ما هى فائدة حقن من تنشيط التبويض,What is the benefit of injections to stimulate ovulation?,0
ماهي فوائد اللبن الزبادي (خالي الدسم) للإنسان؟,What are the benefits of yogurt (skim milk) for humans?,0
هل عمليه ربط عنق الرحم لها فائده؟,Is cervical ligation beneficial?,0
ما فوائد النوم المبكر,What are the benefits of sleeping early?,0
صديقي مصاب بدودة الجلد وبالعيم استعمل Albanda لمدة شهر جرعة 400 صباحاً وثانية مساء ولكن الوضع زاد سوءاً واعاد العﻻج أكثر من مرة دون فائدة اﻷن يفكر باستخدام Vermox ما...,"My friend suffers from skin worms and the disease. He used Albanda for a month, a dose of 400 in the morning and one in the evening, but the situation got worse and he repeated the treatment more than once to no avail. Now he is thinking about using Vermox...",0
ما فوائد ابرة التحفيز للمبايض,What are the benefits of ovarian stimulation needle?,0
"مم ماذا يتكون هذا الدواء وما فوائده
: comfort massage cream","What does this medicine consist of and what are its benefits?
:comfort massage cream",0
ما هي فوائد التنفس العميق ؟؟,What are the benefits of deep breathing??,0
ماهو فوائد الزنجبيل علي حيوانات المنوي لي جنس,What are the benefits of ginger on sperm for sex?,0
ماهي فائده دواء neostigmine,What is the benefit of neostigmine?,0
شو فائدةالماء,What is the benefit of water?,0
ماهي اضرار استخدام بخاخ الشعر نيوكسيديل ٢ بالمية أود استخدامه ولكن سمعت انني في حال تركته يعود التساقط اكثر من السابق، وما هي فوائد بخاخ نيوكسيديل للشعر؟,"What are the harms of using Nioxidil hair spray 2%? I would like to use it, but I heard that if I leave it, the hair loss will return more than before. What are the benefits of Nioxidil hair spray?",0
ما فوائد المنغا المصرية لمرض السكر وفوائدها العامة,What are the benefits of Egyptian mango for diabetics and its general benefits?,0
لدي كسل في الغدة الدرقية ونقص فيتامين دال ونصحوني بالقسط الهندي فهل فعلًا يفيد؟ وما فائدة القسط الهندي المطحون بشكل عام؟,"I have an underactive thyroid and a vitamin D deficiency, and they advised me to take the Indian premium. Does it really help? What is the benefit of ground Indian costus in general?",0
ممكن أعرف فوائد الرمان وهل يؤثر على زيادة وزن الجنين أو وزن المرأة الحامل أم يساعد على نقصانه؟ وأرغب في معرفة كم سعر حراري في 100 جرام رمان؟,"May I know the benefits of pomegranate? Does it affect the weight gain of the fetus or the weight of the pregnant woman, or does it help to lose it? I would like to know how many calories are in 100 grams of pomegranate?",0
ماهي فوائد الرويال باور 2000 لمرضي السكر,What are the benefits of Royal Power 2000 for diabetics?,0
ماهيا حبوب الزنك وماالفائده لها للجسم ؟؟,What are zinc pills and what are their benefits to the body??,0
ابي اعرف فائدة الكركم وهل هو يخفظ السكر ؟ وشكرآ,I would like to know the benefits of turmeric and does it reduce blood sugar? Thank you,0
مافائدة تحليل السئل المنوي,What is the benefit of semen analysis?,0
"ما فائدة شراب إروميسين ، شراب بريدو ، نقط فيرومن ،
لرضيع عمره 3 شهور وهل عليه ضرر عند استخدامها معآ ..؟!","What is the benefit of Eromycin syrup, Prideo syrup, Pheromin drops?
For a 3-month-old baby. Is there any harm to it if used together?!",0
هل الزبيب هل فوائد كثير لي حيوانات المنوي هل هو العنب المجفف,Do raisins have many benefits for my sperm? Are they dried grapes?,0
هل ثمر مع الحليب مع بعط له فوائد لي جنس تقوة الجنس,Does dates mixed with milk have some benefits for sex and strengthens sex?,0
هل ماهو فواد الزبيب اليمني لي حيوانات هو العنب المجفاف هل ليه فوائد كثيرة علي حيوانات المنوي,What are the benefits of Yemeni raisins for animals? Are dried grapes? Do they have many benefits for sperm?,0
"عندي سمار بالركب وتقشر وخشونه ارطبها واستخدم لها كريمات دون فائده واحيان حكه شديده يخرج الدم
هل يوجد كريم او تقشير او حل لها","I have dark, peeling and rough knees. I moisturize them and use creams to no avail, and sometimes the itching is severe and blood comes out.
Is there a cream, peel, or solution for it?",0
فوائد الثوم للجنس,Benefits of garlic for sex,0
ما فوائد زيت اللوز المر للوجه,What are the benefits of bitter almond oil for the face?,0
فوائد الفواكه,Benefits of fruits,0
ماهو فيتامين ب12 ، وما هي فوائده؟,"What is vitamin B12, and what are its benefits?",0
هل الخل الأبيض بإضافته للسلطة يعمل على إذابة دهون الجسم وهل شرب القهوة أو الشاي بجانب التمر يفقد فوائد التمر عند اكله وهل العسل مع الليمون والزنجبيل يعمل على إذابة...,Does adding white vinegar to salad dissolve body fat? Does drinking coffee or tea with dates lose the benefits of dates when eating it? Does honey with lemon and ginger work to dissolve...,0
ما الفائده من الشعر بالعانه . مع العلم بين فتره وفتره يتم ازالته . وهل بقائه فايده ام ازالته افضل,What is the benefit of pubic hair? Knowing that it will be removed from time to time. Is it beneficial to keep it in place or is it better to remove it?,0
فوائد و مضار حبوب الروكتات لحب الشباب,Benefits and harms of Rocketat pills for acne,0
ماهي فوائد الشوفان؟؟,What are the benefits of oats??,0
ما فوائد تجفيف قشر البرتقال ومن ثم طحنها ووضعها في الوجه ؟,What are the benefits of drying orange peel and then grinding it and applying it to the face?,0
فوائد دهن قصيب الرجل بزيت الزيتون ؟,Benefits of applying olive oil to a man’s penis?,0
فوائد ڤيتامين E ؟,Benefits of Vitamin E?,0
ماهي فوائد الليمون للشعر,What are the benefits of lemon for hair?,0
فوائد الحلبة لحب الشباب في الوجه,Benefits of fenugreek for facial acne,0
ماهي فوائد كبسوله ديوراكان هل تفيد الفطريات او الصدفيه,What are the benefits of Duracan capsule? Does it benefit fungi or psoriasis?,0
ما هي فوائد التمارين الرياضية,What are the benefits of exercise?,0
ما فائدة اللوزتين واذا استئصال اللوزتين تضر الجسم في المستقبل,What is the benefit of tonsils and if removing tonsils will harm the body in the future?,0
هل اللولب الهرموني له أضرار وما فوائده ؟,Does the hormonal IUD have any harm and what are its benefits?,0
ما هى اضرار وفوائد ال tamoxfen,What are the harms and benefits of tamoxifen?,0
لدي تساقط شعر حاد وبدأ الفراغ في الوسط يكبر رغم استخدامي بخاخ فيتشي للشعر بشكل يومي وأخذ حبوب السينتروم المغذية والفائده ضئيلة جدا هل استمر على دواء الشعر لما يقارب...,"I have severe hair loss and the gap in the middle has started to grow despite using Vichy hair spray on a daily basis and taking the nourishing Centrum pills, and the benefit is very little. Should I continue taking the hair medicine for about...",0
فوائد كريم اكرتين للرؤوس البيضاء,Benefits of Acretin cream for white heads,0
هل الشاي مضر للأطفال . . وما فوائده و أضراره. . ? الرجاء الرد طفلي بعمر 10 شهور,Is tea harmful to children? . What are its benefits and harms? . ? Please reply my baby is 10 months old,0
هل زيت جوز الهند مناسب لجميع أنواع الشعر؟ وما هي فوائد زيت جوز الهند للشعر؟,Is coconut oil suitable for all hair types? What are the benefits of coconut oil for hair?,0
هل زيت السمسم يطيل ويضخم حجم القضيب؟ وما هي فوائد زيت السمسم للرجال؟,Does sesame oil lengthen and enlarge the size of the penis? What are the benefits of sesame oil for men?,0
انا اتناول اوميغا3 يوميا من دون استشارة الطبيب فهل يوجد لها اضرار اذا تناولتها لفترات طويلة ..وماهي فوائدها؟؟؟,I take Omega-3 daily without consulting a doctor. Are there any harmful effects if I take it for long periods of time...and what are its benefits???,0
العادة السرية للبنات فوائدها واضرارها,Masturbation for girls: its benefits and harms,0
ما فائدة الأسبرين للصداع,What is the benefit of aspirin for headaches?,0
فوائد الفياجرا قبل الجماع مافواءدها ومفعولها؟؟,Benefits of Viagra before intercourse and what are its benefits and effect??,0
حبة واحدة كل يوم من Omega-3هل لديها مضار لمدة40 يوم وما هيا فوائده,Does one Omega-3 pill every day have any side effects for 40 days and what are its benefits?,0
مافائدة مساعد السكر,What is the benefit of sugar aid?,0
ماهي فوائد ابر بريجون وهل ممكن يكون حمل?,What are the benefits of Pregon injections and can it cause pregnancy?,0
فوائد حبوب كبد الحوت لتطويل الشعر,Benefits of cod liver pills for hair lengthening,0
ما هي فوائد فيتامين سي؟,What are the benefits of vitamin C?,0
ما هي فوائد كريم اليكا ام (Elica M) للوجه,What are the benefits of Elica M face cream?,0
هل استخدام الثوم بحذر في فراغات الللحيه يعطي نتيجه فعاله ؟ وهل الليمون له فائدة باللحيه,Does using garlic with caution in beard areas give effective results? Is lemon beneficial for the beard?,0
ماهي فوائد الكولوميد؟,What are the benefits of Clomid?,0
ما فائدة klamoks هل هو مضاد للجراثيم,What is the benefit of klamoks? Is it antibacterial?,0
عانيت حكة وحبوب وطفح جلدي مند اربع اشهر اعطتني الطبيبة مضادات حيوية مراهم دون فائدة اليوم طبيب اخر قال بان لدي جرب اعطاني محلول ascabiol مدة 5ايام بعدها يوصفلي دواء...,"I have been suffering from itching, pimples, and a skin rash for four months. The doctor gave me antibiotics and ointments to no avail. Today, another doctor said that I have scabies. He gave me ascabiol solution for 5 days, after which he prescribed me medication...",0
بنتي 8 شهور رضاعتها الطبيعية قليلة أعطيها حليب صناعي ولكنها من جديد ترفض الرضاعة فهل ممكن الخط الحليب الصناعي مع الفاكهة المهروسة أو الخضرا هل يبقى فائدة الحليب كما هي...,"My daughter is 8 months old and is breastfeeding a little. I give her formula milk, but she refuses to breastfeed again. Is it possible to give formula milk with mashed fruit or vegetables? Will the benefit of the milk remain the same...",0
ماهي فوائد شرب الشاهي الأخضر للنساء؟,What are the benefits of drinking green tea for women?,0
ما فائدة الكركم بالنسبة لمرضى سرطان البنكرياس والكبد والمعدة مع العلم التهاب في المرارة,"What is the benefit of turmeric for patients with pancreatic, liver, and stomach cancer, as well as inflammation of the gallbladder?",0
"* هل للبن والرايب والحليب المعلب والزبادي فوائد او اضرار بتناولها يوميا بالنسبة للصغار والكبار
* هل لخل التفاح الذي يباع في الصيدليات نفس فائدة خل التفاح الطبيعي","* Do milk, yoghurt, canned milk and yogurt have benefits or harms in consuming them daily for children and adults?
* Does apple cider vinegar sold in pharmacies have the same benefits as natural apple cider vinegar?",0
كريم غولدين بريل ماهي فوائد عندي حبوب كا حب الشباب وجه صار معدوم,What are the benefits of Golden Beryl cream? I have pimples such as acne on my face that have become non-existent,0
"مافائدة فحص الخصيتين عندما تريد التسجيل في العسكرية ؟
ارجوا الجواب بأسرع وقت ممكن","What is the benefit of examining the testicles when you want to register for the military?
Please answer as soon as possible",0
ماهي فوائد دواء ليتروزول 2.5mg للرجال مع العلم يوجد ضعف حركة نطاف 35% وارتفاع نسبة المشوهة 97% حسب تحليل سائل منوي غروغر ارجو الرد مع جزيل الشكر....,"What are the benefits of Letrozole 2.5mg for men, knowing that there is a 35% weakness in sperm motility and a 97% increase in the rate of abnormalities according to a Groeger semen analysis? Please respond with many thanks....",0
ما هي فوائد شرب زيت الزيتون على الريق؟ وهل شرب ملعقة زيت زيتون يزيد الوزن؟!,What are the benefits of drinking olive oil on an empty stomach? Does drinking a spoonful of olive oil increase weight?!,0
*ما هي فوائد حليب الزوجة للزوج ؟,*What are the benefits of the wife’s milk for the husband?,0
التسوس تأكل اسناني واحد بعد الآخر مع العلم أنا افرش أسناني3مرات باليوم بمعجون أسنان سنسوداين واتمضمض بالماء وملح ولكن دون فائدة ماذا افعل حتى اوقف غزو التسوس وأطهر أسناني منها,"Caries eat away at my teeth one after the other, knowing that I brush my teeth 3 times a day with Sensodyne toothpaste and rinse my mouth with water and salt, but to no avail. What should I do to stop the invasion of cavities and cleanse my teeth of them?",0
ما فائدة شرب الماء الساخن بعد اﻻستيقاظ من النوم صبحا . والمعدة فارغة؟,What is the benefit of drinking hot water after waking up in the morning? Is the stomach empty?,0
ما هي فوائد حبوب الكورتزون؟,What are the benefits of cortisone pills?,0
هل بلع حبات من الحلبة يوميا يسبب السمنة؟ ارغب في تناولها لتقوية الدم .وما هي فوائدها واضرارها بصفة عامة، ومتى تظهر نتائج تناول الحلبة على الجسم؟,"Does swallowing fenugreek seeds daily cause obesity? I want to take it to strengthen the blood. What are its benefits and harms in general, and when do the results of taking fenugreek appear on the body?",0
مافوائد شرب الماء المخلوط بقليل من ماء الورد ؟,What are the benefits of drinking water mixed with a little rose water?,0
فوائد البلح,Benefits of dates,0
السؤال.. مافائده الرياضه,The question: What are the benefits of sports?,0
عندما نستأصل المراره من الجسم ، هل الجسم يتأثر كثيرا من فائدة المراره له,"When we remove the gallbladder from the body, is the body greatly affected by the benefit of the gallbladder to it?",0
ماهي فوائدالزنك وغذاءملكات النحل على الحيوانات المنويه,What are the benefits of zinc and royal jelly on sperm?,0
اذني دخل فيهاماءوحاولت اخراجه بعوداذان وماخرج وميلت راسي دون فائده واسمع فيهاصوت,Water entered my ear and I tried to get it out with an ear stick but it did not come out and I tilted my head to no avail and heard a sound in it.,0
ماهي فوائد استخدام رويال باور ٢٠٠٠ وماهي اظرارها,What are the benefits and side effects of using Royal Power 2000?,0
فوائد قشر البصل,Benefits of onion peel,0
ماهي فوائد عسل الملكات مع العسل الطبيعي وحبة البركة والزنجبيل ؟,"What are the benefits of royal jelly honey with natural honey, black seed, and ginger?",0
لدي جدتي تعاني من نقص الصفائح الدموية و قد تم نقل الدم اليها عدة مرات و لكن من دون فائدة فماذا يعني هذا؟,"I have a grandmother who suffers from platelet deficiency. She has been given blood transfusions several times, but to no avail. What does this mean?",0
ماهي فوائد كريم سودو؟,What are the benefits of Sudo cream?,0
وااتصبغات اعلى الظهر والصدر ارجو الرد للضروره وذهبت للكثير من اﻻطباء ولكن ﻻ فائده,"Pigmentation on the upper back and chest. I hope for a response. It is urgent. I have gone to many doctors, but to no avail.",0
ما فوائد لعمل جراحي انحراف لوتيره,What are the benefits of pace deviation surgery?,0
فوائد المياه علي الريق,Benefits of water on an empty stomach,0
كيفية إستعمال Eclaran5 و ماهي فوائده وأضراره؟,How to use Eclaran5 and what are its benefits and harms?,0
جل الدكتارين ' ميكونازول ' عند استخدامه في الفم لوجود بياض وفطريات باللسان ، هل من المفترض بلعه من أجل الفائدة ؟ او فقط مضمضه في الفم ثم ابصقه ؟,"Daktarin gel 'Miconazole' when used in the mouth due to whiteness and fungi on the tongue, is it supposed to be swallowed for benefit? Or just rinse it in your mouth and then spit it out?",0
ما هي فوائد واضرار أقراص سنتروم مع لوتين وكم مده استخدامها وهل تأكل قبل النوم ام أي وقت؟,"What are the benefits and harms of Centrum tablets with Lutein, how long should they be used, and should they be eaten before bed or at any time?",0
عايز اعرف فوائد الشعير للكليه واﻻمﻻح,I want to know the benefits of barley for the kidneys and salts,0
انا عملت جميع التحاليل للجسم والقلب صدي القلب وايكوا وتخطيطات والرئتين ولكن دون فائدة ما زلت اشعر بضيق في التنفس واذا تنفست جيدا اراقب نبضات قلبي وبعد وقت تأتيني نبضات...,"I did all the tests for the body, heart, echocardiogram, echocardiogram, and lung imaging, but to no avail. I still feel short of breath, and if I breathe well, I monitor my heartbeat, and after a while, my heartbeat comes...",0
ما هي فوائد دواء اقراص اسمه eucarbon وهل مفيد للقالون,What are the benefits of a pill called Eucarbon and is it beneficial for the colon?,0
"اقدر اعرف فوائد فيتامين
(سنتروم)","I can know the benefits of vitamin
(centrum)",0
ابني عمره ثمان ﻻيستطيع تهجي الكلمات شيء محير حاولت مرارا دون فائدة حتى على مستوى حرفين مثل شر أو بر وهكذا .هل هذا مرض أم غباء .بالرغم أنه بالمواد الأخرى...,"My son is eight years old. He cannot spell words. It is a confusing thing. I have tried repeatedly to no avail, even at the level of two letters, such as evil or righteousness, and so on. Is this a disease or stupidity? Although with other subjects...",0
هل الزنجبيل له فوائد في ممارسة الجنس,Does ginger have benefits in sex?,0
"عندي طفل بعمر 9 سنوات دائما يشتكي من ألم أسفل القفص الصدري مباشرة في المنتصف يستمر ليوم او 2 ثم ينتهي تلقائياً
جربت معاه omeprazole 20 mg دون فائدة
انصحوني...","I have a 9-year-old child who always complains of pain directly below the rib cage in the middle. It lasts for a day or two and then goes away on its own.
I tried omeprazole 20 mg with him to no avail
Advise me...",0
ماهي فوائد زيت الحلبة لتكبير المؤخره,What are the benefits of fenugreek oil to enlarge the buttocks?,0
ماهى فوائد البقدونس المغلى للكلي,What are the benefits of boiled parsley for the kidneys?,0
"ما فوائد evening primrose oil للمرأة
وشكراً","What are the benefits of evening primrose oil for women?
Thank you",0
ما فائدة مغاط التقويم الذي يربط بين الفكين؟ وهل هناك ضرر من عدم وضعه ؟,What is the benefit of orthodontic implants that connect the jaws? Is there any harm in not putting it on?,0
مرحبا .. اعاني من حرقان اثناء التبول وفرازات من القضيب واحيانا من الم في القضيب .. تناولت دواء cipropharm 500mg ولكن دون فائدة .. ما الحل ؟؟,"Hello.. I suffer from a burning sensation during urination, discharge from the penis, and sometimes pain in the penis.. I took cipropharm 500mg, but to no avail.. What is the solution??",0
مرحبا .. اعاني من افرازات في القضيب والم ايضاً في رأس القضيب وحرقان عند التبول ولي اربع ايام اتناول دواء cipropharm 500mg كل 12 ساعة ولكن دون فائدة .. ما...,"Hello... I suffer from penile discharge, pain in the head of the penis, and a burning sensation when urinating. For four days, I have been taking cipropharm 500mg every 12 hours, but to no avail. What...",0
لدى ابنتي عمرها 10 سنوات ولديها ال ISO مرتفع منذ سنتين وهو يتراوح ما بين 400- 800 ولديها صداع يظهر خاصة أيام البرد وقمت بقطع اللوزتين منذ سنتين دون فائدة...,I have a daughter who is 10 years old and has had a high ISO for two years. It ranges between 400-800. She has headaches that appear especially on cold days. I cut out her tonsils two years ago to no avail...,0
فوائد الطماطم للبشره,Benefits of tomatoes for the skin,0
"بعض الحبوب تظهر على شفتي العليا والسفلى من الخارج طبعا واحيانا اراقبها تظهر عند العصبية الزائدة او عند الرعبة واستعمل كريم zovirax هل هناك فائدة او يوجد غير دواء.
وشكرا...","Some pimples appear on my upper and lower lips from the outside, of course, and sometimes I notice them appearing when I am overly nervous or when I am frightened and I use Zovirax cream. Is there a benefit or is there another medicine?
Thank you...",0
انا فتاه ابلغ من العمر 19عاما اعاني من فرط تصبغ في الوجه و الدقبة استخدمت كريمات للتفتيح و لكن دون فائده حيث قامت بتفتيح البشره يومين ثم عادت كما كانت...,"I am a 19-year-old girl who suffers from hyperpigmentation in the face and neck. I used lightening creams, but to no avail, as they lightened the skin for two days and then returned to how it was...",0
ما هو دواء كومبيجليز اكس ار فوائده واضراره,"What is Combiglyz XR, its benefits and harms?",0
انا مريضة سكر هل الفول السوداني مضر؟ وما هي فوائد الفول السوداني للمرأة؟,I am a diabetic. Are peanuts harmful? What are the benefits of peanuts for women?,0
احس بضيق تنفس من حلقي كانه فيه بلغم ومحاولتي ان اسعل دون فائده,"I feel shortness of breath in my throat, as if there is phlegm in it, and I try to cough to no avail",0
ما فائدة عشبة المرقدوش للمراءة وهل لها اضرار اذا تم شربها قبل الطمث ؟هل عشبة المرقدوش تساعد في تنظيم الدوره الشهريه ؟,"What is the benefit of marjoram herb for women, and does it have any harm if it is drunk before menstruation? Does marjoram herb help in regulating the menstrual cycle?",0
انا اعاني من فقداني لرموشي فقد خفت كثيرا ولم تطل على الرغم من مرور 3 اعوام وقد جربت كل الزيوت لكن دون فائدة ارجو الرد,"I am suffering from the loss of my eyelashes. They have become very thin and have not grown even though 3 years have passed. I have tried all the oils, but to no avail. Please reply.",0
ماهي فوائد سيرو بيرفيتال,What are the benefits of Sero Pervital?,0
ماهي فوائد مداعبة الزوجة قبل الجماع؟,What are the benefits of foreplay with one's wife before intercourse?,0
ماهي فوائد البطيخ جنسياً,What are the sexual benefits of watermelon?,0
ما هي فوائد واضرار اقراص السنتروم؟,What are the benefits and harms of Centrum tablets?,0
هل حليب الخالي الدسم السائل مضر؟ وهل للحليب خالي الدسم فوائد؟ و هل حليب البودرة كامل الدسم مضر أيضًا؟,Is liquid skim milk harmful? Does skim milk have benefits? Is full-fat powdered milk also harmful?,0
هل التمر يسمن ؟ومافوائده ؟,Do dates make you fat? What are their benefits?,0
"ماهي فوائد الزنك؟
وهل يقوي جهاز المناعة؟؟","What are the benefits of zinc?
Does it strengthen the immune system??",0
أخي 13 سنة يعاني من لحمياات الأنف من شخير وصعوبة التنفس و التنفس من الحلق فقط عالج عدة مراات لكن دون فائدة، فقرر أبي إستأصالهم له عندً أخصائي. ما رأيكم...,"My brother, who is 13 years old, suffers from nasal fever, including snoring, difficulty breathing, and breathing from the throat only. He was treated several times, but to no avail, so my father decided to have them removed by a specialist. what do you think...",0
ما هي فوائد شرب الكركم مع الماء؟ وهل شرب ملعقة صغيرة من الكركم مع كوب من الماء ينحف؟,What are the benefits of drinking turmeric with water? Does drinking a teaspoon of turmeric with a glass of water help you lose weight?,0
"هل هناك أضرار محتملة لعدم تناول الأدوية التى تعالج أعراض الهبات الساخنة و التعرق التي تصاحب انقطاع الطمث؟
وهل لهذه الأدوية أضرار ؟ وان كان فهل فوائدها تعوضنا عن تحمل...","Are there potential harms to not taking medications that treat the symptoms of hot flashes and sweating that accompany menopause?
Are these medications harmful? If so, do its benefits compensate us for bearing...",0
